# Parameters: n_bins=90, n_traj=5, diffusion=2, noise=0.025, dt=0.005, basis: standard, initial positions: [-0.606  0.613  1.832  3.051  4.27 ], (K-fold number = 5)
1.000000000000000000e+06,1.019409980959828542e-03,9.771588041732333189e-04,6.718520146994637777e-04,9.684080944961083043e-07,9.469545151712652568e-07,1.010516221068033450e-06,9.970115805197360477e-07,9.870961478934386439e-07,9.885817960801614830e-07,9.156589284602866609e-07,9.265831460235970737e-07,9.086062857074238171e-07,9.223555852808368251e-07,9.722345106802462501e-07,9.680183640124890805e-07,1.011704238711144412e-06,1.016435604014249532e-06,1.058625711052691276e-06,9.969944776085409977e-07,1.313281851375064822e-06
1.000000000000000000e+06,1.064519927975435525e-03,1.009943874127796964e-03,6.187572253532051163e-04,3.811711563697703139e-06,3.448111961218362285e-06,1.039485054827536741e-06,8.608322885678620062e-07,8.520553579451948677e-07,8.444001885666285774e-07,8.508735036820740187e-07,8.459525724472287779e-07,8.737618373175258151e-07,9.224482247898827553e-07,8.651789908560393538e-07,8.562833731525981687e-07,8.570337554529487059e-07,8.605041297022816922e-07,8.530749526691395296e-07,9.502464836916282123e-07,9.704655709843178285e-07
1.000000000000000000e+06,1.029230433710419477e-03,9.817792881192642391e-04,5.281009042670304927e-04,4.722970637062314130e-06,3.575119332646325221e-06,2.045235247525184547e-06,5.570773758479709467e-07,5.374803501497547022e-07,5.461383624229171774e-07,5.684958132847880350e-07,5.732754434719692419e-07,5.764889545491348081e-07,5.810635681147907676e-07,5.740786239439138202e-07,5.917537661953251534e-07,5.921351651462498644e-07,6.389265807256207264e-07,6.624115141383603436e-07,6.577690956387800430e-07,7.350192299228701718e-07
1.000000000000000000e+06,9.127191908232405509e-04,9.170271860598435852e-04,6.332654974444126362e-04,1.192799966484668205e-04,1.093543725881205366e-04,1.049271740658271692e-06,1.049682028147385544e-06,1.068903576693195774e-06,6.728441653084883962e-07,6.525007932266369174e-07,6.698901112527899462e-07,7.220986153426605012e-07,7.667770402454695631e-07,7.956709466037690231e-07,7.798794299203825720e-07,7.805550457062875919e-07,7.614226326808657990e-07,7.483485289340019044e-07,7.343335110721891399e-07,6.472039730162938808e-07
1.000000000000000000e+06,1.154826196742591259e-03,1.167514445873256857e-03,6.611316867518912720e-04,5.158561988051190233e-06,4.715158962728619624e-06,1.573351465955623270e-06,1.400825028008090588e-06,1.367262042331771977e-06,1.204520194596675053e-06,1.207983970786648176e-06,1.271881506404967605e-06,1.335602673118418412e-06,1.438737837009670171e-06,1.439490856443944383e-06,1.474563070204941854e-06,1.534275465941417311e-06,1.601341926333464447e-06,1.698173945962085785e-06,1.687006617296779249e-06,1.732798020101745991e-06
1.000000000000000000e+06,9.477946700829827662e-04,9.256438804464103050e-04,6.115388990800384042e-04,8.195728157371614649e-07,8.304221179074804978e-07,9.265513613084471624e-07,9.005069300984881627e-07,9.435996481707339423e-07,9.540743979484650184e-07,9.733539261007158353e-07,9.789944241383306059e-07,9.916854460609136388e-07,1.008090186041467460e-06,1.047864149891358211e-06,1.064827903294788274e-06,1.090949410955819177e-06,1.172723997149881132e-06,1.192496397968769552e-06,1.043422758209039481e-06,1.033991342158344664e-06
1.000000000000000000e+06,1.073494074663447441e-03,1.081902077965367489e-03,7.403850698274358055e-04,6.862761242595460327e-07,7.393929474721121321e-07,7.459924970040993518e-07,8.002144362971479869e-07,8.115112801432845464e-07,7.520925668042307816e-07,7.848585018252453708e-07,7.435799653451402212e-07,7.111540605077134238e-07,7.071399890453832620e-07,7.079346047070065282e-07,7.085871644976668001e-07,6.465896549695969575e-07,6.383878287034595889e-07,6.469829503214928320e-07,6.828234297842488737e-07,7.971379397527353545e-07
1.000000000000000000e+06,9.718971245142128462e-04,8.751407938537206612e-04,6.718151493935904661e-04,1.368478544437347458e-06,1.255538459244606122e-06,1.165416477985078825e-06,1.152785720210886508e-06,1.081083763941986169e-06,1.098802428191371516e-06,1.129382045090402899e-06,1.229555273631868485e-06,1.230609391670613342e-06,1.243666889603930372e-06,1.286647382588079546e-06,1.313529588266260967e-06,1.313925259213095141e-06,1.336975650613712899e-06,1.440178788618230204e-06,1.394665095147812413e-06,1.399024499979024296e-06
1.000000000000000000e+06,1.047233576347745849e-03,9.890593048472653016e-04,6.837107719915840737e-04,6.075993672582374174e-07,5.976389322713740968e-07,6.108902760299016741e-07,5.821296743707139955e-07,5.706965781728493245e-07,5.873648904268503857e-07,5.915515483854763069e-07,6.022605280658980025e-07,6.013623436139174715e-07,6.121477158000877427e-07,6.103344166892063748e-07,6.168546566042822215e-07,5.986774762037012735e-07,5.900445507104579861e-07,5.858268916071701543e-07,5.881051187571386795e-07,6.270723215561507869e-07
1.000000000000000000e+06,9.606533515002170683e-04,9.389581400324210339e-04,5.767887993653055640e-04,2.848544495276119680e-06,1.058060425868450168e-06,1.049476273815963439e-06,1.064588589743013856e-06,8.887270859703500969e-07,8.853447352477101095e-07,8.961993590915981385e-07,9.399997888581038516e-07,9.392763568729947656e-07,9.492407338358471432e-07,9.490920786508859556e-07,9.182747196678314229e-07,1.069036216726895228e-06,1.093475287698967589e-06,1.076107064682075567e-06,1.097839581511424945e-06,1.144670274878619845e-06
